Provider,PotentialFraud
PRV56075,NO
PRV56076,NO
PRV56077,NO
PRV56078,NO
PRV56080,NO
PRV56083,NO
PRV56084,NO
PRV56086,NO
PRV56087,NO
PRV56088,NO
PRV56089,NO
PRV56090,NO
PRV56091,NO
PRV56092,NO
PRV56093,NO
PRV56094,NO
PRV56095,NO
PRV56098,NO
PRV56099,NO
PRV56101,NO
PRV56102,NO
PRV56103,YES
PRV56104,YES
PRV56105,NO
PRV56106,NO
PRV56108,NO
PRV56109,NO
PRV56111,NO
PRV56113,NO
PRV56114,NO
PRV56115,NO
PRV56116,NO
PRV56117,NO
PRV56118,NO
PRV56119,NO
PRV56120,NO
PRV56121,NO
PRV56122,NO
PRV56123,NO
PRV56124,NO
PRV56125,NO
PRV56126,NO
PRV56129,NO
PRV56130,NO
PRV56131,NO
PRV56133,NO
PRV56134,YES
PRV56135,NO
PRV56136,NO
PRV56137,NO
PRV56138,NO
PRV56139,NO
PRV56140,NO
PRV56141,NO
PRV56142,NO
PRV56143,NO
PRV56145,NO
PRV56146,NO
PRV56147,NO
PRV56148,NO
PRV56149,NO
PRV56151,NO
PRV56152,NO
PRV56153,NO
PRV56154,NO
PRV56156,NO
PRV56157,NO
PRV56158,NO
PRV56159,NO
PRV56161,YES
PRV56163,NO
PRV56164,NO
PRV56165,NO
PRV56166,NO
PRV56168,NO
PRV56169,NO
PRV56170,NO
PRV56171,NO
PRV56172,NO
PRV56173,NO
PRV56174,NO
PRV56176,NO
PRV56177,NO
PRV56179,NO
PRV56181,NO
PRV56182,NO
PRV56183,NO
PRV56184,NO
PRV56185,NO
PRV56186,NO
PRV56187,NO
PRV56189,NO
PRV56190,NO
PRV56191,NO
PRV56193,NO
PRV56194,NO
PRV56196,NO
PRV56198,NO
PRV56199,NO
PRV56200,NO
PRV56201,NO
PRV56202,NO
PRV56206,NO
PRV56207,NO
PRV56208,NO
PRV56209,NO
PRV56210,NO
PRV56211,NO
PRV56212,NO
PRV56213,NO
PRV56214,NO
PRV56216,NO
PRV56217,NO
PRV56218,NO
PRV56219,NO
PRV56220,NO
PRV56221,NO
PRV56222,NO
PRV56224,NO
PRV56225,YES
PRV56227,NO
PRV56228,NO
PRV56229,NO
PRV56231,YES
PRV56232,NO
PRV56233,NO
PRV56234,NO
PRV56235,NO
PRV56236,NO
PRV56237,NO
PRV56238,NO
PRV56239,NO
PRV56241,NO
PRV56242,NO
PRV56243,NO
PRV56245,NO
PRV56247,NO
PRV56248,NO
PRV56249,YES
PRV56251,NO
PRV56252,NO
PRV56253,YES
PRV56255,NO
PRV56256,NO
PRV56257,YES
PRV56258,NO
PRV56259,YES
PRV56260,NO
PRV56261,NO
PRV56262,NO
PRV56263,NO
PRV56264,NO
PRV56265,NO
PRV56266,NO
PRV56267,NO
PRV56268,YES
PRV56269,NO
PRV56270,NO
PRV56271,NO
PRV56272,NO
PRV56274,NO
PRV56275,NO
PRV56276,NO
PRV56277,NO
PRV56278,NO
PRV56279,NO
PRV56280,NO
PRV56281,NO
PRV56282,NO
PRV56283,NO
PRV56284,NO
PRV56285,NO
PRV56286,NO
PRV56287,NO
PRV56288,NO
PRV56289,NO
PRV56290,NO
PRV56291,NO
PRV56293,NO
PRV56295,NO
PRV56297,NO
PRV56299,NO
PRV56300,NO
PRV56301,NO
PRV56302,NO
PRV56303,NO
PRV56304,NO
PRV56305,NO
PRV56306,NO
PRV56307,NO
PRV56308,NO
PRV56309,NO
PRV56310,NO
PRV56311,NO
PRV56313,NO
PRV56314,NO
PRV56316,NO
PRV56317,NO
PRV56318,NO
PRV56319,NO
PRV56321,NO
PRV56322,NO
PRV56324,NO
PRV56328,NO
PRV56329,NO
PRV56330,NO
PRV56331,NO
PRV56333,NO
PRV56334,NO
PRV56335,NO
PRV56336,NO
PRV56337,NO
PRV56338,NO
PRV56339,NO
PRV56340,NO
PRV56341,NO
PRV56342,NO
PRV56344,NO
PRV56345,NO
PRV56346,NO
PRV56347,NO
PRV56348,NO
PRV56349,NO
PRV56350,YES
PRV56351,NO
PRV56352,NO
PRV56353,NO
PRV56354,NO
PRV56355,NO
PRV56357,NO
PRV56358,NO
PRV56360,NO
PRV56361,YES
PRV56362,NO
PRV56363,NO
PRV56364,NO
PRV56366,NO
PRV56367,NO
PRV56368,NO
PRV56369,NO
PRV56370,NO
PRV56373,NO
PRV56374,NO
PRV56375,NO
PRV56376,NO
PRV56377,NO
PRV56378,NO
PRV56379,NO
PRV56380,NO
PRV56381,NO
PRV56384,NO
PRV56385,NO
PRV56387,NO
PRV56388,NO
PRV56389,NO
PRV56390,NO
PRV56391,NO
PRV56392,YES
PRV56393,NO
PRV56394,NO
PRV56395,NO
PRV56396,YES
PRV56397,NO
PRV56398,NO
PRV56400,YES
PRV56401,NO
PRV56403,YES
PRV56404,NO
PRV56405,NO
PRV56406,NO
PRV56407,NO
PRV56408,NO
PRV56410,NO
PRV56411,NO
PRV56412,NO
PRV56413,NO
PRV56414,NO
PRV56415,NO
PRV56416,YES
PRV56417,NO
PRV56418,NO
PRV56421,YES
PRV56423,NO
PRV56425,YES
PRV56426,NO
PRV56427,NO
PRV56428,YES
PRV56430,NO
PRV56432,NO
PRV56433,NO
PRV56435,YES
PRV56437,YES
PRV56438,YES
PRV56439,NO
PRV56440,NO
PRV56441,NO
PRV56442,YES
PRV56444,YES
PRV56445,NO
PRV56447,YES
PRV56448,NO
PRV56449,NO
PRV56451,NO
PRV56452,NO
PRV56453,NO
PRV56454,NO
PRV56455,NO
PRV56456,NO
PRV56458,NO
PRV56461,NO
PRV56463,NO
PRV56464,NO
PRV56466,NO
PRV56467,NO
PRV56468,NO
PRV56469,NO
PRV56470,NO
PRV56471,NO
PRV56473,NO
PRV56474,NO
PRV56475,NO
PRV56476,NO
PRV56477,NO
PRV56478,NO
PRV56479,NO
PRV56480,NO
PRV56481,YES
PRV56482,NO
PRV56483,NO
PRV56484,NO
PRV56485,NO
PRV56486,NO
PRV56487,NO
PRV56489,NO
PRV56490,NO
PRV56494,NO
PRV56495,NO
PRV56496,NO
PRV56497,NO
PRV56498,NO
PRV56500,NO
PRV56501,YES
PRV56502,NO
PRV56504,NO
PRV56507,NO
PRV56508,NO
PRV56509,NO
PRV56510,NO
PRV56511,NO
PRV56512,NO
PRV56514,NO
PRV56515,NO
PRV56517,NO
PRV56518,NO
PRV56519,NO
PRV56521,NO
PRV56522,NO
PRV56523,YES
PRV56524,NO
PRV56525,NO
PRV56526,NO
PRV56527,NO
PRV56528,NO
PRV56529,NO
PRV56530,NO
PRV56531,NO
PRV56533,NO
PRV56535,NO
PRV56536,NO
PRV56537,NO
PRV56538,NO
PRV56539,NO
PRV56540,NO
PRV56541,YES
PRV56543,NO
PRV56544,NO
PRV56545,NO
PRV56546,NO
PRV56547,NO
PRV56548,NO
PRV56549,NO
PRV56550,YES
PRV56551,NO
PRV56552,NO
PRV56553,NO
PRV56554,NO
PRV56555,NO
PRV56556,NO
PRV56557,NO
PRV56559,NO
PRV56560,YES
PRV56562,NO
PRV56563,NO
PRV56566,YES
PRV56568,NO
PRV56570,NO
PRV56571,NO
PRV56572,NO
PRV56574,NO
PRV56575,YES
PRV56576,NO
PRV56577,NO
PRV56578,NO
PRV56579,NO
PRV56580,NO
PRV56581,NO
PRV56582,NO
PRV56583,NO
PRV56584,NO
PRV56585,NO
PRV56586,NO
PRV56587,YES
PRV56588,YES
PRV56589,NO
PRV56590,NO
PRV56591,YES
PRV56592,YES
PRV56593,NO
PRV56594,NO
PRV56595,NO
PRV56596,NO
PRV56597,NO
PRV56598,NO
PRV56601,NO
PRV56602,NO
PRV56603,NO
PRV56604,NO
PRV56605,YES
PRV56606,NO
PRV56607,NO
PRV56608,YES
PRV56610,NO
PRV56611,NO
PRV56613,NO
PRV56614,NO
PRV56615,NO
PRV56616,YES
PRV56618,NO
PRV56621,NO
PRV56622,NO
PRV56624,YES
PRV56625,NO
PRV56626,NO
PRV56628,NO
PRV56630,YES
PRV56632,NO
PRV56633,NO
PRV56634,NO
PRV56635,NO
PRV56637,NO
PRV56638,NO
PRV56639,NO
PRV56640,NO
PRV56641,NO
PRV56642,NO
PRV56643,NO
PRV56645,NO
PRV56647,YES
PRV56648,NO
PRV56649,YES
PRV56651,NO
PRV56653,NO
PRV56654,NO
PRV56655,NO
PRV56656,NO
PRV56657,NO
PRV56658,NO
PRV56659,NO
PRV56660,NO
PRV56662,NO
PRV56663,NO
PRV56664,NO
PRV56667,NO
PRV56668,YES
PRV56669,YES
PRV56671,NO
PRV56672,NO
PRV56673,NO
PRV56674,NO
PRV56675,NO
PRV56677,NO
PRV56679,NO
PRV56680,NO
PRV56681,NO
PRV56682,NO
PRV56683,NO
PRV56684,NO
PRV56685,YES
PRV56686,NO
PRV56687,NO
PRV56688,NO
PRV56689,YES
PRV56691,NO
PRV56693,NO
PRV56694,NO
PRV56696,NO
PRV56697,NO
PRV56699,NO
PRV56700,NO
PRV56701,NO
PRV56702,NO
PRV56703,NO
PRV56705,NO
PRV56706,YES
PRV56707,NO
PRV56708,NO
PRV56710,NO
PRV56711,YES
PRV56712,NO
PRV56713,NO
PRV56715,NO
PRV56716,NO
PRV56717,NO
PRV56718,NO
PRV56719,YES
PRV56720,NO
PRV56721,NO
PRV56722,NO
PRV56723,NO
PRV56724,NO
PRV56725,NO
PRV56726,NO
PRV56728,NO
PRV56729,NO
PRV56730,YES
PRV56731,YES
PRV56732,YES
PRV56733,NO
PRV56734,NO
PRV56735,NO
PRV56738,NO
PRV56739,NO
PRV56740,NO
PRV56741,NO
PRV56742,NO
PRV56743,NO
PRV56745,NO
PRV56746,NO
PRV56747,NO
PRV56748,YES
PRV56749,NO
PRV56750,NO
PRV56751,NO
PRV56752,NO
PRV56753,NO
PRV56754,NO
PRV56755,NO
PRV56758,NO
PRV56759,NO
PRV56760,NO
PRV56761,NO
PRV56762,NO
PRV56763,NO
PRV56764,NO
PRV56765,NO
PRV56766,NO
PRV56767,NO
PRV56768,NO
PRV56769,NO
PRV56771,NO
PRV56772,NO
PRV56773,NO
PRV56774,NO
PRV56775,NO
PRV56777,NO
PRV56778,NO
PRV56780,NO
PRV56782,NO
PRV56783,NO
PRV56784,NO
PRV56788,NO
PRV56789,NO
PRV56790,NO
PRV56791,NO
PRV56792,NO
PRV56793,NO
PRV56796,NO
PRV56797,NO
PRV56798,NO
PRV56800,NO
PRV56801,NO
PRV56802,NO
PRV56803,NO
PRV56805,NO
PRV56807,NO
PRV56808,YES
PRV56809,NO
PRV56810,NO
PRV56811,NO
PRV56813,NO
PRV56816,NO
PRV56818,NO
PRV56819,NO
PRV56820,NO
PRV56821,NO
PRV56823,NO
PRV56824,NO
PRV56826,NO
PRV56828,NO
PRV56829,NO
PRV56830,NO
PRV56831,NO
PRV56832,NO
PRV56833,NO
PRV56834,NO
PRV56835,NO
PRV56836,NO
PRV56837,NO
PRV56839,NO
PRV56840,NO
PRV56843,NO
PRV56845,NO
PRV56846,NO
PRV56850,NO
PRV56851,NO
PRV56852,NO
PRV56853,NO
PRV56854,NO
PRV56855,NO
PRV56856,NO
PRV56857,NO
PRV56858,NO
PRV56860,NO
PRV56861,NO
PRV56862,NO
PRV56863,NO
PRV56864,NO
PRV56866,NO
PRV56867,NO
PRV56868,NO
PRV56869,NO
PRV56870,NO
PRV56871,NO
PRV56873,NO
PRV56877,YES
PRV56878,NO
PRV56879,NO
PRV56880,NO
PRV56881,NO
PRV56882,NO
PRV56884,NO
PRV56885,NO
PRV56886,NO
PRV56887,NO
PRV56888,NO
PRV56889,NO
PRV56890,NO
PRV56891,NO
PRV56892,NO
PRV56893,NO
PRV56894,NO
PRV56895,NO
PRV56896,NO
PRV56897,NO
PRV56900,NO
PRV56901,NO
PRV56902,NO
PRV56903,NO
PRV56904,NO
PRV56905,NO
PRV56906,NO
PRV56907,NO
PRV56908,NO
PRV56909,NO
PRV56910,NO
PRV56912,NO
PRV56914,NO
PRV56915,NO
PRV56916,NO
PRV56917,NO
PRV56918,YES
PRV56919,NO
PRV56920,NO
PRV56923,NO
PRV56926,NO
PRV56928,NO
PRV56929,NO
PRV56930,NO
PRV56931,NO
PRV56932,NO
PRV56933,NO
PRV56934,NO
PRV56935,NO
PRV56937,NO
PRV56938,NO
PRV56939,NO
PRV56941,NO
PRV56942,NO
PRV56944,NO
PRV56945,NO
PRV56946,NO
PRV56947,NO
PRV56948,NO
PRV56949,NO
PRV56950,NO
PRV56951,NO
PRV56953,NO
PRV56954,NO
PRV56956,NO
PRV56957,NO
PRV56958,NO
PRV56960,NO
PRV56963,NO
PRV56964,NO
PRV56965,NO
PRV56966,NO
PRV56967,NO
PRV56969,NO
PRV56970,NO
PRV56971,NO
PRV56972,NO
PRV56973,NO
PRV56974,NO
PRV56976,NO
PRV56977,NO
PRV56978,NO
PRV56980,NO
PRV56981,NO
PRV56982,NO
PRV56984,NO
PRV56985,NO
PRV56986,NO
PRV56987,NO
PRV56988,NO
PRV56989,NO
PRV56990,NO
PRV56991,NO
PRV56992,NO
PRV56993,NO
PRV56995,NO
PRV56996,NO
PRV56997,NO
PRV56998,NO
PRV56999,NO
PRV57000,NO
PRV57002,NO
PRV57004,NO
PRV57005,NO
PRV57006,NO
PRV57010,NO
PRV57011,NO
PRV57013,NO
PRV57014,NO
PRV57015,NO
PRV57016,NO
PRV57017,YES
PRV57018,YES
PRV57020,NO
PRV57021,YES
PRV57023,NO
PRV57024,NO
PRV57025,YES
PRV57030,YES
PRV57031,NO
PRV57033,NO
PRV57034,NO
PRV57036,NO
PRV57038,NO
PRV57039,NO
PRV57041,NO
PRV57043,NO
PRV57046,NO
PRV57047,NO
PRV57048,NO
PRV57049,YES
PRV57051,NO
PRV57052,NO
PRV57053,NO
PRV57054,NO
PRV57056,NO
PRV57057,NO
PRV57058,NO
PRV57059,NO
PRV57061,NO
PRV57062,NO
PRV57063,NO
PRV57067,NO
PRV57069,NO
PRV57072,NO
PRV57073,NO
PRV57074,NO
PRV57075,NO
PRV57076,NO
PRV57077,NO
PRV57078,NO
PRV57080,NO
PRV57081,NO
PRV57082,NO
PRV57084,NO
PRV57085,NO
PRV57086,NO
PRV57087,NO
PRV57088,NO
PRV57089,NO
PRV57091,NO
PRV57092,NO
PRV57093,NO
PRV57094,NO
PRV57096,YES
PRV57097,NO
PRV57098,NO
PRV57099,NO
PRV57100,NO
PRV57101,NO
PRV57102,NO
PRV57103,YES
PRV57104,YES
PRV57105,NO
PRV57107,NO
PRV57108,NO
PRV57109,NO
PRV57110,NO
PRV57112,NO
PRV57113,NO
PRV57115,NO
PRV57116,NO
PRV57117,YES
PRV57118,NO
PRV57119,NO
PRV57120,NO
PRV57121,NO
PRV57122,NO
PRV57124,NO
PRV57125,NO
PRV57126,NO
PRV57127,NO
PRV57128,NO
PRV57129,NO
PRV57130,NO
PRV57131,NO
PRV57132,NO
PRV57133,NO
PRV57134,NO
PRV57136,NO
PRV57137,NO
PRV57138,NO
PRV57139,NO
PRV57140,NO
PRV57141,NO
PRV57142,NO
PRV57143,NO
PRV57144,NO
PRV57145,NO
PRV57146,NO
PRV57147,NO
PRV57148,NO
PRV57149,NO
PRV57150,NO
PRV57151,NO
PRV57152,NO
PRV57153,NO
PRV57154,NO
PRV57156,NO
PRV57157,NO
PRV57158,YES
PRV57159,NO
PRV57160,NO
PRV57161,NO
PRV57162,YES
PRV57165,NO
PRV57166,YES
PRV57167,YES
PRV57168,NO
PRV57169,NO
PRV57170,YES
PRV57171,NO
PRV57172,YES
PRV57173,YES
PRV57174,NO
PRV57175,NO
PRV57176,NO
PRV57177,YES
PRV57179,YES
PRV57181,NO
PRV57182,NO
PRV57183,NO
PRV57184,NO
PRV57185,YES
PRV57186,NO
PRV57187,NO
PRV57188,NO
PRV57189,YES
PRV57190,NO
PRV57191,YES
PRV57192,NO
PRV57193,NO
PRV57194,NO
PRV57196,NO
PRV57197,NO
PRV57198,NO
PRV57199,NO
PRV57200,NO
PRV57202,NO
PRV57203,NO
PRV57204,YES
PRV57205,NO
PRV57206,YES
PRV57207,NO
PRV57208,NO
PRV57209,YES
PRV57210,YES
PRV57211,NO
PRV57212,NO
PRV57213,NO
PRV57215,NO
PRV57216,NO
PRV57217,NO
PRV57218,NO
PRV57219,NO
PRV57223,YES
PRV57224,NO
PRV57225,NO
PRV57227,NO
PRV57228,NO
PRV57230,YES
PRV57231,NO
PRV57232,NO
PRV57233,NO
PRV57234,NO
PRV57235,NO
PRV57236,NO
PRV57238,NO
PRV57239,NO
PRV57240,NO
PRV57241,NO
PRV57242,NO
PRV57244,NO
PRV57245,NO
PRV57246,NO
PRV57247,NO
PRV57248,NO
PRV57250,NO
PRV57251,NO
PRV57252,NO
PRV57253,NO
PRV57255,NO
PRV57256,NO
PRV57257,NO
PRV57259,NO
PRV57261,NO
PRV57262,NO
PRV57263,NO
PRV57264,NO
PRV57265,NO
PRV57266,NO
PRV57269,NO
PRV57270,NO
PRV57272,NO
PRV57273,NO
PRV57274,NO
PRV57275,NO
PRV57276,NO
PRV57277,NO
PRV57278,NO
PRV57280,NO
PRV57282,YES
PRV57283,NO
PRV57284,YES
PRV57285,NO
PRV57286,NO
PRV57287,NO
PRV57288,NO
PRV57289,NO
PRV57290,NO
PRV57291,NO
PRV57293,NO
PRV57294,NO
PRV57295,YES
PRV57297,YES
PRV57298,NO
PRV57299,NO
PRV57301,NO
PRV57302,NO
PRV57303,NO
PRV57304,NO
PRV57305,NO
PRV57306,YES
PRV57307,NO
PRV57308,NO
PRV57309,NO
PRV57310,YES
PRV57311,NO
PRV57312,YES
PRV57313,NO
PRV57314,NO
PRV57315,NO
PRV57316,NO
PRV57317,YES
PRV57318,NO
PRV57319,NO
PRV57320,NO
PRV57321,NO
PRV57322,NO
PRV57324,NO
PRV57325,NO
PRV57326,NO
PRV57327,NO
PRV57328,NO
PRV57329,NO
PRV57330,NO
PRV57331,NO
PRV57332,NO
PRV57333,NO
PRV57334,NO
PRV57335,YES
PRV57336,NO
PRV57339,NO
PRV57340,NO
PRV57341,YES
PRV57343,NO
PRV57344,YES
PRV57345,YES
PRV57346,NO
PRV57347,NO
PRV57348,NO
PRV57350,NO
PRV57351,NO
PRV57352,NO
PRV57354,NO
PRV57355,NO
PRV57356,NO
PRV57357,NO
PRV57358,NO
PRV57359,NO
PRV57361,NO
PRV57363,NO
PRV57364,NO
PRV57365,NO
PRV57366,NO
PRV57367,NO
PRV57368,NO
PRV57369,NO
PRV57371,NO
PRV57372,NO
PRV57373,NO
PRV57374,NO
PRV57375,NO
PRV57376,NO
PRV57378,NO
PRV57379,NO
PRV57380,NO
PRV57381,NO
PRV57382,NO
PRV57385,NO
PRV57386,NO
PRV57388,NO
PRV57389,NO
PRV57390,NO
PRV57391,NO
PRV57392,NO
PRV57393,NO
PRV57394,NO
PRV57396,NO
PRV57397,NO
PRV57398,NO
PRV57399,NO
PRV57400,NO
PRV57401,NO
PRV57402,NO
PRV57403,NO
PRV57404,NO
PRV57405,NO
PRV57406,NO
PRV57407,NO
PRV57408,NO
PRV57409,YES
PRV57410,NO
PRV57411,NO
PRV57412,NO
PRV57413,NO
PRV57414,NO
PRV57415,NO
PRV57416,NO
PRV57417,NO
PRV57419,NO
PRV57421,NO
PRV57422,NO
PRV57423,NO
PRV57424,NO
PRV57425,YES
PRV57426,NO
PRV57427,NO
PRV57429,NO
PRV57431,NO
PRV57432,NO
PRV57433,NO
PRV57434,NO
PRV57435,NO
PRV57436,NO
PRV57437,NO
PRV57438,NO
PRV57440,NO
PRV57441,NO
PRV57443,NO
PRV57444,NO
PRV57445,NO
PRV57446,NO
PRV57447,NO
PRV57448,NO
PRV57449,NO
PRV57450,NO
PRV57452,NO
PRV57453,NO
PRV57454,NO
PRV57455,NO
PRV57456,NO
PRV57459,NO
PRV57460,NO
PRV57461,NO
PRV57462,NO
PRV57463,NO
PRV57464,NO
PRV57465,NO
PRV57467,NO
PRV57468,NO
PRV57469,NO
PRV57470,NO
PRV57471,NO
PRV57472,NO
PRV57473,NO
PRV57474,NO
PRV57475,NO
PRV57476,NO
PRV57477,NO
PRV57479,NO
PRV57481,YES
PRV57484,NO
PRV57485,NO
PRV57486,NO
PRV57487,NO
PRV57488,NO
PRV57489,NO
PRV57490,NO
PRV57491,NO
PRV57492,NO
PRV57495,YES
PRV57496,NO
PRV57499,NO
PRV57500,NO
PRV57501,NO
PRV57502,YES
PRV57504,NO
PRV57507,NO
PRV57509,NO
PRV57510,NO
PRV57512,NO
PRV57514,NO
PRV57515,NO
PRV57516,NO
PRV57517,NO
PRV57518,NO
PRV57519,NO
PRV57520,NO
PRV57521,NO
PRV57522,NO
PRV57523,NO
PRV57525,YES
PRV57526,NO
PRV57527,YES
PRV57528,YES
PRV57529,NO
PRV57530,NO
PRV57531,NO
PRV57532,NO
PRV57533,NO
PRV57534,NO
PRV57536,NO
PRV57539,NO
PRV57540,NO
PRV57541,NO
PRV57542,NO
PRV57543,YES
PRV57544,NO
PRV57545,NO
PRV57546,NO
PRV57547,YES
PRV57548,YES
PRV57549,NO
PRV57550,NO
PRV57551,NO
PRV57552,NO
PRV57553,NO
PRV57555,NO
PRV57557,NO
PRV57558,NO
PRV57560,NO
PRV57561,NO
PRV57563,NO
PRV57564,NO
PRV57565,NO
PRV57567,NO
PRV57568,NO
PRV57569,YES
PRV57570,NO
PRV57571,NO
PRV57572,NO
PRV57573,NO
PRV57574,NO
PRV57575,NO
PRV57576,NO
PRV57577,NO
PRV57578,NO
PRV57580,NO
PRV57581,NO
PRV57583,NO
PRV57584,NO
PRV57585,NO
PRV57586,NO
PRV57588,NO
PRV57590,NO
PRV57592,NO
PRV57593,NO
PRV57594,NO
PRV57595,NO
PRV57596,NO
PRV57597,NO
PRV57598,NO
PRV57599,NO
PRV57600,NO
PRV57601,NO
PRV57602,NO
PRV57603,NO
PRV57605,NO
PRV57609,NO
PRV57610,NO
PRV57611,NO
PRV57612,NO
PRV57613,NO
PRV57614,NO
PRV57615,NO
PRV57616,NO
PRV57617,NO
PRV57618,NO
PRV57619,NO
PRV57623,NO
PRV57624,NO
PRV57625,NO
PRV57626,NO
PRV57627,NO
PRV57629,NO
PRV57630,NO
PRV57631,YES
PRV57632,NO
PRV57633,NO
PRV57634,NO
PRV57635,NO
PRV57636,NO
PRV57638,NO
PRV57639,NO
PRV57640,NO
PRV57641,NO
PRV57642,YES
PRV57643,NO
PRV57645,NO
PRV57646,NO
PRV57647,NO
PRV57650,NO
PRV57651,NO
PRV57652,NO
PRV57653,NO
PRV57654,NO
PRV57655,NO
PRV57657,NO
PRV57658,NO
PRV57659,NO
PRV57660,NO
PRV57662,NO
PRV57663,NO
PRV57667,YES
PRV57668,NO
PRV57669,NO
PRV57670,NO
PRV57671,NO
PRV57672,YES
PRV57673,NO
PRV57674,NO
PRV57675,NO
PRV57676,NO
PRV57677,NO
PRV57678,NO
PRV57679,NO
PRV57680,NO
PRV57682,NO
PRV57683,NO
PRV57684,NO
PRV57686,NO
PRV57687,NO
PRV57688,NO
PRV57689,NO
PRV57690,NO
PRV57691,NO
PRV57692,NO
PRV57693,NO
PRV57694,NO
PRV57696,NO
PRV57697,YES
PRV57699,NO
PRV57700,NO
PRV57701,NO
PRV57702,NO
PRV57704,NO
PRV57705,NO
PRV57706,NO
PRV57707,NO
PRV57709,YES
PRV57710,NO
PRV57711,NO
PRV57712,NO
PRV57714,NO
PRV57715,NO
PRV57716,NO
PRV57717,NO
PRV57718,NO
PRV57719,NO
PRV57720,NO
PRV57721,NO
PRV57722,NO
PRV57723,NO
PRV57724,NO
PRV57725,NO
PRV57727,NO
PRV57728,NO
PRV57729,NO
PRV57730,NO
PRV57731,NO
PRV57732,NO
PRV57733,NO
PRV57734,NO
PRV57735,NO
PRV57736,NO
PRV57737,NO
PRV57738,NO
PRV57739,NO
PRV57740,NO
PRV57741,NO
PRV57742,NO
PRV57743,NO
PRV57744,NO
PRV57746,NO
PRV57747,NO
PRV57748,NO
PRV57751,NO
PRV57752,NO
PRV57753,NO
PRV57754,NO
PRV57755,NO
PRV57756,NO
PRV57757,NO
PRV57758,NO
PRV57759,NO
PRV57760,NO
PRV57761,NO
PRV57762,NO
PRV57763,NO
